LINEA;GRUPO;DETALLE;CODIGO;SOCOFAR;STOCK;COSTO;PNETO;PRECIO;VALORIZADO
ACCESORIOS VARIOS;;PLENITUD MIMI APOS X 20UN;177960;0;5;2423;5252;6.250;12.115
ACCESORIOS VARIOS;;QUITA ESMALTE HERBAL.;177825;0;3;524;1092;1.300;1.572
ACCESORIOS VARIOS;;RECOVERY WRIST SUPPORT;177921;0;3;4500;6723;8.000;13.500
ACCESORIOS VARIOS;;REVLON STY.PERF. CEPILLO VOLUM. X1UN;177957;0;1;2294;3361;4.000;2.294
ACCESORIOS VARIOS;;S. NAT. QUITA ESM. NORM. 110 ML;177688;103143;7;522;1008;1.200;3.654
ACCESORIOS VARIOS;;S.W.GUATERO C/FUNDA 2LT;177972;0;2;4537;5874;6.990;9.074
ACCESORIOS VARIOS;;SEDAL ACO.REST.INT. X340ML;177982;0;8;1230;1891;2.250;9.840
ACCESORIOS VARIOS;;TIO NACHO SH.ENERG. REC. X 400ML;177912;0;1;4395;5714;6.800;4.395
ACCESORIOS VARIOS;;TRIM ESPONJA POMEZ 12-75BDV;177942;0;4;1075;1681;2.000;4.300
ACCESORIOS VARIOS;;VEND ELAST.TAPE K ADH.5CMX5MT AZUL;177932;0;2;3390;5546;6.600;6.780
ACCESORIOS VARIOS;;VENDA ELAST.TAPE K ADH.5CMX5MT MORADO;177933;0;3;3390;5546;6.600;10.170
ACCESORIOS VARIOS;;VINYL SUPERSTAY MAYBELLINE;177998;0;3;5736;7479;8.900;17.208
ACCESORIOS VARIOS;0099 ACCESORIOS ORTOPEDICOS;TOBILLERA ELAS.SIMP.T/L;177363;182144;2;1895;3109;3.700;3.790
ACCESORIOS VARIOS;0099 ACCESORIOS ORTOPEDICOS;TOBILLERA ELAST. SIMPLE M;177376;182145;4;2103;4160;4.950;8.412
ACCESORIOS VARIOS;0155 PRIMEROS AUXILIOS;AGUA OXIGENADA 30 VOL X 55 ML;177802;0;11;402;672;800;4.422
ACCESORIOS VARIOS;0155 PRIMEROS AUXILIOS;MARY MAMAD PATITO ROS 35ML;177760;276175;2;1188;2101;2.500;2.376
ACCESORIOS VARIOS;0155 PRIMEROS AUXILIOS;PATITO MARY  VIDRIO;177043;0;5;1220;2101;2.500;6.100
ACCESORIOS VARIOS;0190 PROTECCION FEMENINA;LADYSOFT C/ALAS NORMAL;177379;255503;5;660;1092;1.300;3.300
ACCESORIOS VARIOS;0190 PROTECCION FEMENINA;LADYSOFT PROT DIA. CLAS.;177691;279327;3;1830;4336;5.160;5.490
ACCESORIOS VARIOS;0190 PROTECCION FEMENINA;LADYSOFT U/DEL, C/A X 8;177646;255501;3;1090;1807;2.150;3.270
ACCESORIOS VARIOS;0190 PROTECCION FEMENINA;NOSOTRAS TAMPON SUPER PLUS X 8;177850;0;13;2188;2941;3.500;28.444
ACCESORIOS VARIOS;0191 PAÑUELOS DESECHABLES;ELTE PAÑ CAJA X 3 /270UN;177866;780650;2;2670;3529;4.200;5.340
ACCESORIOS VARIOS;0237 ALGODON;ALGODON COPOS 100 UN;177860;0;3;600;1345;1.600;1.800
ALCON-OWEN;;OPTI-FREE EXPRESS X 355 ML;68094;0;2;5350;8908;10.600;10.700
ALCON-OWEN;;SYSTANE ULTRA SP OFT. X 10ML;68098;0;1;17073;22017;26.200;17.073
ALCON-OWEN;0046 ANTIBIOTICOS OFTALMICOS;TOBRADEX SOL.OFT.5ML.;68023;68023;1;14823;20924;24.900;14.823
ALCON-OWEN;0082 OTROS OFTALMICOS;SYSTANE ULTRA X 10ML;68078;0;2;18075;22605;26.900;36.150
ALIMENTOS CORDILLERA;0071 ENDULZANTES;DAILY GOTAS LIGHT 270ML;829001;257671;4;839;1513;1.800;3.356
ALIMENTOS CORDILLERA;0071 ENDULZANTES;DAILY GOTAS SUCRALOSA 270ML;829003;259316;3;1872;2521;3.000;5.616
ALIMENTOS CORDILLERA;0071 ENDULZANTES;STEVIA DAILY SWEET 270ML;829021;261956;2;2206;3353;3.990;4.412
ALPES CHENIE;0004 ANTIMICOTICOS;DICIL CR.1% 15GR.;796027;179191;5;2000;3782;4.500;10.000
ALPES CHENIE;0018 TRANQUILIZANTES;CLONAZEPAM 2mg.X 25com.;796002;268998;3;970;4034;4.800;2.910
ALPES CHENIE;0025 LAXANTES;AGUALA GTS 0.75% 10ML;796051;179167;5;1293;3782;4.500;6.465
ALPES CHENIE;0028 ANTIDEPRESIVOS;CARBORON COM.300MG.50;796012;179146;2;7554;11765;14.000;15.108
ALPES CHENIE;0028 ANTIDEPRESIVOS;CARBORON RET.400MG.X 30CO;796013;179173;2;12014;15714;18.700;24.028
ALPES CHENIE;0028 ANTIDEPRESIVOS;CITALOPRAM 20MG X 30 COMP.;796045;252501;4;1446;5462;6.500;5.784
ALPES CHENIE;0066 DERMO CAPILAR;TIGEL T SH. X 265ML.;796105;89052;3;3800;6891;8.200;11.400
ALPES CHENIE;0066 DERMO CAPILAR;VANTUS SHAMPOO ENERG X 100 ML;796114;0;2;5800;8319;9.900;11.600
ALPES CHENIE;0085 PSICOESTIMULANTES;MENTIX 100mg.X 30comp.;796035;179182;2;15500;26471;31.500;31.000
ALPES CHENIE;0085 PSICOESTIMULANTES;MENTIX 200MG X 30COMP.;796046;251074;1;22000;30168;35.900;22.000
ALPES CHENIE;0094 SUPLEMENTOS MINERALES;VANTUX MAX X 60 CAP.;796094;259839;3;7491;15630;18.600;22.473
ALPES CHENIE;0161 BALSAMO/ACOND.CAPILAR;VANTUX ACO.NUTRIREPARA. BIOTINA+ VIT 100;796115;0;2;4923;6513;7.750;9.846
ANILINAS M.BLANC;;ANILINA CAMALEON VERDE 10;45042;0;3;1090;1286;1.530;3.270
ANILINAS M.BLANC;;ANILINAS CAMALEON AMARILLO 9;45043;0;4;1090;1277;1.520;4.360
ANILINAS M.BLANC;;ANILINAS CAMALEON AZUL 3;45046;0;2;1090;1277;1.520;2.180
ANILINAS M.BLANC;;ANILINAS CAMALEON ROJO 6;45044;0;3;1090;1277;1.520;3.270
ANILINAS M.BLANC;;ANILINAS CAMALEON VIOLETA 5;45045;0;1;1090;1277;1.520;1.090
ANILINAS M.BLANC;0221 TEXTILES;M.BLANC ANI. 0 DECOLORANT;45037;45037;19;1242;1765;2.100;23.598
ANILINAS M.BLANC;0221 TEXTILES;M.BLANC ANI. 1 NEGRO;45002;45002;11;1209;1975;2.350;13.299
ANILINAS M.BLANC;0221 TEXTILES;M.BLANC ANI. 2 AZUL M.OSC;45003;45003;7;1236;1681;2.000;8.652
ANILINAS M.BLANC;0221 TEXTILES;M.BLANC ANI. 3 AZUL MARIN;45033;45033;3;1207;2017;2.400;3.621
ANILINAS M.BLANC;0221 TEXTILES;M.BLANC ANI. 4 AZUL FRANC;45004;45004;5;1223;2017;2.400;6.115
ANILINAS M.BLANC;0221 TEXTILES;M.BLANC ANI. 7 MORADO;45008;45008;5;1190;1849;2.200;5.950
ANILINAS M.BLANC;0221 TEXTILES;M.BLANC ANI. 9 BURDEO;45010;45010;3;1200;1765;2.100;3.600
ANILINAS M.BLANC;0221 TEXTILES;M.BLANC ANI.21 VERDE OSCU;45020;45020;2;1165;1765;2.100;2.330
ANILINAS M.BLANC;0221 TEXTILES;M.BLANC ANI.22 VERDE;45021;45021;2;1308;2017;2.400;2.616
ANILINAS M.BLANC;0221 TEXTILES;M.BLANC ANI.25 AMARILLO;45025;45025;5;1360;1765;2.100;6.800
ANILINAS M.BLANC;0221 TEXTILES;M.BLANC ANI.27 GRIS PERLA;45027;45027;17;1176;2017;2.400;19.992
ANILINAS M.BLANC;0221 TEXTILES;M.BLANC ANI.31 TURQUESA;45031;45031;2;1360;2017;2.400;2.720
ANILINAS M.BLANC;0221 TEXTILES;M.BLANC ANI.33 PARDO;45032;45032;2;985;2017;2.400;1.970
ARAMA;;BROXUL JENGIBRE MIEL JBE. 120 ML;512113;0;11;1250;2773;3.300;13.750
ARAMA;;BROXUL SP.GENGI-MIEL X 30ML;512132;0;4;1100;2017;2.400;4.400
ARAMA;;CIRCALIFE(MELATONINA 3MG/1ML) GTS;512131;0;6;4075;6303;7.500;24.450
ARAMA;;MELATONINA 3 MG X 30 CAP (ARAMA);512123;0;14;901;2521;3.000;12.614
ARAMA;;PROPOLEO SP. MENTA X 30ML;512135;0;15;998;2269;2.700;14.970
ARAMA;;SEREDAN X 60 CAP.;512118;0;2;3283;7143;8.500;6.566
ARAMA;;T-LESS 0% AZUCAR X 120ML;512134;0;1;1390;3151;3.750;1.390
ARAMA;0158 SUPLEMENTOS DIETARIOS;ARTROSOME C+D X 30 SOBRES.;512111;0;2;5833;14706;17.500;11.666
ASTRA SENECA;0003 ANTIHIPERTENSIVOS;BETALOC ZOK 50MG X 28;783047;264793;2;18341;26807;31.900;36.682
ASTRA SENECA;0020 ANTIULCEROSOS;NEXIUM 20mg.X 28comp.;783003;16072;1;20050;25966;30.900;20.050
ASTRA SENECA;0020 ANTIULCEROSOS;NEXIUM 40MG.X 28COMP.;783005;16074;1;29242;38571;45.900;29.242
AXON PHARMA;;PERENTERYL PED.SBR.250 MG.10;849023;0;4;7834;12353;14.700;31.336
AXON PHARMA;0016 ANTIPSICOTICOS;RISPYL COM REC 2MG X 20;849016;266459;3;9990;17857;21.250;29.970
AXON PHARMA;0016 ANTIPSICOTICOS;RISPYL COM. REC. 1MG X 20 COM.;849008;266458;2;4671;9580;11.400;9.342
AXON PHARMA;0021 ANTIDIARREICOS;PERENTERYL 250MG X 10 CAP.;849014;270841;5;6935;9538;11.350;34.675
BADEN;;ELCAL D X 60CAP 500/800;43049;0;2;10055;14454;17.200;20.110
BAGO;;CORITEX FTE. GTS 1MG/ML X 30ML;9332;0;1;13580;17983;21.400;13.580
BAGO;;DOLOTEN X 30COMP;9324;0;3;8283;13866;16.500;24.849
BAGO;;FLAMIR GEL DER 0.3% X 30GR;9329;0;1;12890;17395;20.700;12.890
BAGO;;GLICENEX SR 1000MG X 30 COMP;9328;0;3;5448;8235;9.800;16.344
BAGO;;LETI AT4 GEL P/ATOP. 250 ML;9325;0;1;7265;10084;12.000;7.265
BAGO;;NASTIZOL D/N X 18 COMP;9050;0;35;2579;4118;4.900;90.265
BAGO;;TALFLEX BI 150 MG X 14 COMP;9322;0;1;6500;9706;11.550;6.500
BAGO;;TOCEX JBE. 60MG/10ML X 120ML;9331;0;1;3165;6555;7.800;3.165
BAGO;0009 DIABETICOS;GLICENEX SR 750MGX30COMP.;9276;260681;2;5713;10916;12.990;11.426
BAGO;0018 TRANQUILIZANTES;NEURYL 0.5mg.X 30comp.;9225;9173;1;4898;6723;8.000;4.898
BAGO;0029 ANTIALERGICOS;CLOFEXAN JBE.120ML.;9098;9098;2;8394;11513;13.700;16.788
BAGO;0029 ANTIALERGICOS;DEGRALER FTE. JBE. 5MG 100ML;9277;262316;1;9459;12311;14.650;9.459
BAGO;0029 ANTIALERGICOS;DEGRALER JBE.100ML;9238;253729;2;7633;12017;14.300;15.266
BAGO;0029 ANTIALERGICOS;REMITEX GOTAS 15 ML.;9074;9141;1;9450;15042;17.900;9.450
BAGO;0029 ANTIALERGICOS;REMITEX JBE.100ml.;9134;252055;3;7590;10252;12.200;22.770
BAGO;0031 ANTIGRIPALES;NASTIGRIP DIA-NOCHE X 18 COMP;9306;272695;2;1480;2773;3.300;2.960
BAGO;0031 ANTIGRIPALES;NASTIZOL COMPT.COM.10;9088;9088;30;1983;3151;3.750;59.490
BAGO;0031 ANTIGRIPALES;NASTIZOL COMPT.JBE.100ML.;9051;9051;2;5650;8782;10.450;11.300
BAGO;0031 ANTIGRIPALES;NASTIZOL CPTO GOTAS 15ML.;9286;255611;3;5891;10252;12.200;17.673
BAGO;0031 ANTIGRIPALES;PIRONAL FLU FORTE SUSP. X 100ML;9256;257148;4;6863;10336;12.300;27.452
BAGO;0036 ANTIACNE;FLAMIR GEL 0.1 % 30 GRS.;9241;253731;1;12950;19748;23.500;12.950
BAGO;0038 ANTIEPILEPTICOS;PRESTAT 150MG X 30;9308;268689;2;11985;15966;19.000;23.970
BAGO;0038 ANTIEPILEPTICOS;PRESTAT COM. 75MG X 40 COMP.;9301;268690;3;6667;9664;11.500;20.001
BAGO;0040 ANALG GENERAL;PIRONAL FORTE SUSP.100ml.;9131;9185;1;7490;11681;13.900;7.490
BAGO;0041 DESCONG ORAL;NASTIZOL SOL.ORAL X 120ML;9043;9043;2;6601;10840;12.900;13.202
BAGO;0044 ANALG TOPICOS;TALFLEX GEL 2.5% 30gr.;9068;9197;1;3455;6303;7.500;3.455
BAGO;0047 ANTIBIOTICOS TOPICOS;RINO-BANEDIF UNG.NAS.10GR;9036;9036;1;8870;12773;15.200;8.870
BAGO;0048 ANTIEMETICO;MOVIPLUS COM. 25MG.30;9274;261496;1;7590;14874;17.700;7.590
BAGO;0049 ANTIESPOSMOD URINARIOS;URODIAL 200MG X 10 COMP;9316;0;1;4410;6303;7.500;4.410
BAGO;0055 ANTIJAQUECOSOS;MIGRANOL COM. X10;9070;9070;16;931;1429;1.700;14.896
BAGO;0086 RELAJANTE MUSCULAR;BREVEX COM. 20;9113;9113;2;6510;11681;13.900;13.020
BAGO;0086 RELAJANTE MUSCULAR;TENSIOMAX 10MG.X 20. (BIO);9055;9130;2;3120;5546;6.600;6.240
BAGO;0086 RELAJANTE MUSCULAR;TENSIOMAX 5X 20 COMP;9228;9217;2;2986;5462;6.500;5.972
BAGO;0088 TIROIDEOS;T4 BAGO 50MG X 50COMP.;9259;257180;2;4963;7101;8.450;9.926
BALLERINA CHILE S.A.;;BALLE.ACO. PAL/AGUA. X 410ML;133333;0;10;1156;1849;2.200;11.560
BALLERINA CHILE S.A.;;BALLE.ACON.BAJ-MICELAR X410ML;133332;0;4;950;1849;2.200;3.800
BALLERINA CHILE S.A.;;BALLE.SH.DETOX BHIER.SI900;133319;0;-1;1003;1513;1.800;-1.003
BALLERINA CHILE S.A.;;BALLERINA JAB.LIQ. VIOLETAS SILV.;133334;0;5;970;1597;1.900;4.850
BALLERINA CHILE S.A.;0161 BALSAMO/ACOND.CAPILAR;BALL. ACON. MANZANILLA 1LT D/P;133290;268377;1;1336;1765;2.100;1.336
BALLERINA CHILE S.A.;0163 JABONES ADULTOS;BALLE. JAB. LIQ. YOGURT/ARAND 1LIT.;133281;263130;4;907;1597;1.900;3.628
BAYER;;BEPANTHOL 50 GR;7289;0;4;3822;5672;6.750;15.288
BAYER;;BUSCAPINA PERLAS 10MG X 10;7295;0;2;4616;6303;7.500;9.232
BAYER;;CARDIOASPIRINA 100MG X 20COMP;7303;0;9;2759;4958;5.900;24.831
BAYER;;YASMIN COM.21;7296;0;2;16716;25042;29.800;33.432
BAYER;0002 ANTICONCEPTIVOS;MESIGYNA GER.1HYPAK X1ML;7256;65110;3;9632;13613;16.200;28.896
BAYER;0002 ANTICONCEPTIVOS;YASMIN CD X 28 COMP.;7253;263977;1;17990;20160;23.990;17.990
BAYER;0004 ANTIMICOTICOS;CANESTEN CR.     1% 20GR.;7051;3128;2;2023;3361;4.000;4.046
BAYER;0004 ANTIMICOTICOS;CANESTEN SOL. TOP.SP 40ML;7284;3133;4;4736;6975;8.300;18.944
BAYER;0040 ANALG GENERAL;ACTRON 400MG.X 10CAP.BLANDAS;7172;250281;12;2250;4370;5.200;27.000
BAYER;0040 ANALG GENERAL;ACTRON 600MG X 10CAP;7212;253077;5;3523;6639;7.900;17.615
BAYER;0040 ANALG GENERAL;ASPIRINA 500 MG X 20 COMP;7287;0;7;941;2101;2.500;6.587
BAYER;0040 ANALG GENERAL;ASPIRINA AD.COM.40;7017;3111;6;2113;4118;4.900;12.678
BAYER;0040 ANALG GENERAL;ASPIRINA PED. COM.100MG X 42 COMP.;7245;262006;2;3114;4193;4.990;6.228
BAYER;0040 ANALG GENERAL;CAFIASPIRINA X 10 COMP.;7214;3135;24;500;1008;1.200;12.000
BAYER;0062 CICATRIZANTES;MADECASSOL 1%CR.10GR.;7180;57223;1;5890;8151;9.700;5.890
BAYER;0083 POMADA COCEDURAS;BEPANTOL UNG.30GR.;7222;57089;8;3005;5378;6.400;24.040
BDF MEDICAL;;EUCERIN BABY CR.CORPO. 400ML;35308;0;1;9900;14706;17.500;9.900
BDF MEDICAL;;EUCERIN SENSI/PROTECT SUN LOTION X 400ML;35309;0;1;13500;19748;23.500;13.500
BDF MEDICAL;;HANSAPL.SP DEO REFRES 150ML;35262;275565;1;3611;5462;6.500;3.611
BDF MEDICAL;;HOJA BISTURÍ  N°15;35307;0;42;56;420;500;2.352
BDF MEDICAL;;JER. INSUL. 50U 6MM L X 0.25MM A;35300;0;42;1261;1807;2.150;52.962
BDF MEDICAL;;NIVEA TOALL MICELARES 4EN1;35285;288126;5;1198;2101;2.500;5.990
BDF MEDICAL;0009 DIABETICOS;JER. INSULINA 30U X 10;35301;0;8;1426;1975;2.350;11.408
BDF MEDICAL;0150 DERMOCOSMETICOS;EUCERIN SUN LOTION TEXT/LIG. F50X150ML.;35224;259658;2;11620;16387;19.500;23.240
BDF MEDICAL;0159 VARIOS MEDICOS;LEON PARCHE C/ARNICA;35047;35069;3;2890;3950;4.700;8.670
BDF MEDICAL;0159 VARIOS MEDICOS;LEON PARCHE CAPSAICINA;35171;35030;7;2990;3950;4.700;20.930
BDF MEDICAL;0162 DESODORANTES CORPORALES;HIDROFUGAL DES. SP 150ML;35202;259454;4;5350;7311;8.700;21.400
BDF MEDICAL;0162 DESODORANTES CORPORALES;HIDROFUGAL DOB.PROT. DEO.SP.  150ML.;35057;35057;4;6226;7479;8.900;24.904
BDF MEDICAL;0172 CREMA DE AFEITAR;NIVEA CR AFEITAR SUAVE 100ML;35283;253517;2;2750;4076;4.850;5.500
BDF SOLARES;0150 DERMOCOSMETICOS;EUCERIN SUN FPS 50 TOQUE SECO SPRAY;900053;273359;2;13715;18571;22.100;27.430
BDF SOLARES;0150 DERMOCOSMETICOS;SUNWORK FOTOPRO.F50(+) 120GR;900060;0;7;3027;4958;5.900;21.189
BEIERDORF;;EUC.ANTI-PIGMENT F30 X 50ML;34660;0;2;18544;24916;29.650;37.088
BEIERDORF;;EUC.PH5 LOC.LIG P/SE 400ML;34670;0;2;12990;16723;19.900;25.980
BEIERDORF;;EUCERIN  OIL.CONT.ANT/BRI. T/M X 50ML;34673;0;2;13378;18739;22.300;26.756
BEIERDORF;;EUCERIN ANTI-PIGEMENT FPS 30+ X 75ML;34691;0;2;9800;14790;17.600;19.600
BEIERDORF;;EUCERIN KIDS SUN SP X 250ML;34693;0;2;11370;15924;18.950;22.740
BEIERDORF;;EUCERIN SEN.KIDS GEL.CR X 200ML;34677;0;2;12777;18866;22.450;25.554
BEIERDORF;;HIDROFUGAL DES. SPRAY X 75 ML;34678;0;1;6740;9664;11.500;6.740
BEIERDORF;;NIVE AROSE CARE AG/MIC X 400ML;34684;0;2;4390;7059;8.400;8.780
BEIERDORF;;NIVEA BODY REPA.INTEN X 400ML;34683;0;3;3273;5210;6.200;9.819
BEIERDORF;;NIVEA CR. MANOS/ANTI-EDAD Q10 X 100ML;34692;0;3;1500;2353;2.800;4.500
BEIERDORF;;NIVEA DEO SPRAY MEN FRESH SPORT;34604;0;2;1950;2941;3.500;3.900
BEIERDORF;;NIVEA ENERGY AGUA MICELAR 400 ML;34681;0;2;2632;3908;4.650;5.264
BEIERDORF;;NIVEA GELDUCH WAT&OIL X250ML;34664;0;2;2323;3109;3.700;4.646
BEIERDORF;;NIVEA GOOD TOA.DES. X25UN;34687;0;6;2371;3193;3.800;14.226
BEIERDORF;;NIVEA LAB BLAC/BERRY X 4.8GR;34694;0;8;3455;4580;5.450;27.640
BEIERDORF;;NIVEA MEN DEO.DEEP. B/CARB SP X 150ML;34671;0;9;1760;2597;3.090;15.840
BEIERDORF;;NIVEA ROSE TOALLA DESM. X 25;34686;0;4;2319;3235;3.850;9.276
BEIERDORF;;NIVEA SPRAY FRESH OCEAN 150 ML;34609;0;4;1834;2941;3.500;7.336
BEIERDORF;;NIVEA WOMEN INVISIBLE BLACK & WHITE  GOLD  DESOD. SPRAY  150 ML;34690;0;2;1920;2521;3.000;3.840
BEIERDORF;;NIVEA.BDY. GOOD ALOE X 500ML;34667;0;3;3656;4958;5.900;10.968
BEIERDORF;0157 ACCESORIO PODOLOGIA;HANSAPLA.SILVER ACT. DES.PIE 150 ML;34617;0;1;3625;4958;5.900;3.625
BEIERDORF;0162 DESODORANTES CORPORALES;NIVEA DEO SP (H) STRESS PROTEC;34559;268081;2;1515;2773;3.300;3.030
BEIERDORF;0162 DESODORANTES CORPORALES;NIVEA MUJER DEO DOUBLE EF. SP.;34387;258170;1;1570;2941;3.500;1.570
BEIERDORF;0162 DESODORANTES CORPORALES;NIVEA SP M PROTECT&CARE;34566;272851;2;1890;2941;3.500;3.780
BEIERDORF;0180 CREMA DE BELLEZA;NIVEA CR. 30ML.;34032;34032;3;1316;2185;2.600;3.948
BEIERDORF;0180 CREMA DE BELLEZA;NIVEA CR. 60ML.;34018;34018;1;1690;2395;2.850;1.690
BEIERDORF;0180 CREMA DE BELLEZA;NIVEA CR.SOFT 200ML.;34122;34122;1;3750;5462;6.500;3.750
BEIERDORF;0180 CREMA DE BELLEZA;NIVEA CR.SOFT 50ML.;34123;34138;5;1830;2437;2.900;9.150
BEIERDORF;0180 CREMA DE BELLEZA;NIVEA VIS. Q10 PLUS NOCHE 50ML;34588;34162;1;5372;7731;9.200;5.372
BEIERDORF;0180 CREMA DE BELLEZA;NIVEA VIS. TOALLA LIM.X25;34374;34233;2;1759;2437;2.900;3.518
BEST JUGUETES;;MAMAD.VIDRI.120ML.;132090;119003;2;6399;9958;11.850;12.798
BEST JUGUETES;0187 ACCESORIOS BEBE;MAMAD.VIDRI.240ML.;132091;119002;2;7419;10504;12.500;14.838
BEST JUGUETES;0187 ACCESORIOS BEBE;PIGEON PROTEC. PEZON SILIC.;132839;254233;2;5797;6891;8.200;11.594
BEST JUGUETES;0187 ACCESORIOS BEBE;PROTECTOR PEZON SILIC.;132094;119061;4;3285;4706;5.600;13.140
BEST JUGUETES;0187 ACCESORIOS BEBE;SACALECHE PLASTICO 4953;132262;119062;1;3190;6555;7.800;3.190
BEST JUGUETES;0232 CHUPETE BEBE;CHUPETE P/MAMADE PERIST;132863;255481;5;2636;3782;4.500;13.180
BESTHARMA;;BUBU T/HUM AC.EMU.C/T X 45UN;16092;0;21;644;1261;1.500;13.524
BESTHARMA;;STERIMAR HYPER.SP X 100ML;16091;0;2;10290;13697;16.300;20.580
BESTHOUSE846;;BEST HOU SET CEP+ PEINETA;846296;0;2;1820;2941;3.500;3.640
BESTHOUSE846;;CEP.DIENTES ELECT.INF.B.H;846292;0;1;3803;5210;6.200;3.803
BESTHOUSE846;;PIGEON BIBERON SOFTOUCH X 160ML;846297;0;3;5540;8277;9.850;16.620
BESTHOUSE846;;PROTECTOR PEZON CAUCHO BESTHOUSE;846295;0;2;3250;4328;5.150;6.500
BESTHOUSE846;0098 ACCESORIOS MEDICOS;ASPIRADOR NASAL CON DEPOSITO;846214;0;2;3071;4034;4.800;6.142
BESTHOUSE846;0187 ACCESORIOS BEBE;LIMPIADOR DE BIBERONES 450ML;846107;267502;1;3850;5538;6.590;3.850
BETA (FARM.);;TOA. ALCOHOL 3X3COM 70% X100UN;24127;0;3;889;1681;2.000;2.667
BIOEQUIVALENTE;;AC. MEFENÁMICO 500MG X 10COM;861085;0;4;312;1008;1.200;1.248
BIOEQUIVALENTE;;ALOPURINOL(BE) 100MG X 20COM;861139;0;2;445;1261;1.500;890
BIOEQUIVALENTE;;AMLODIPINO 10MG X 30COM;861111;0;1;364;1134;1.350;364
BIOEQUIVALENTE;;AMOX+AC.CLAVUL 875/125 X 14COMREC;861082;0;1;3179;7311;8.700;3.179
BIOEQUIVALENTE;;AMOXICILINA 250ML/5ML X 60ML;861102;0;6;722;2017;2.400;4.332
BIOEQUIVALENTE;;AMOXICILINA BE.500MG/ 21;861094;0;30;960;2437;2.900;28.800
BIOEQUIVALENTE;;ATORVASTATINA 10MG X 30 COMP;861030;0;4;432;1429;1.700;1.728
BIOEQUIVALENTE;;ATORVASTATINA 20 MG X 30 COMP.;861127;0;12;363;1513;1.800;4.356
BIOEQUIVALENTE;;ATORVASTATINA 80MG X 30COM;861086;0;2;3119;8319;9.900;6.238
BIOEQUIVALENTE;;ATORVASTATINA(ASCEND) 40MG X30 COM;861126;0;1;3200;5210;6.200;3.200
BIOEQUIVALENTE;;AZITROMICINA 500MG X 6UN;861062;0;15;980;2353;2.800;14.700
BIOEQUIVALENTE;;BETAMETASONA CR. 15GR;861116;0;17;270;1134;1.350;4.590
BIOEQUIVALENTE;;BISOPROL 2.5MG X 30COM;861105;0;4;1670;7563;9.000;6.680
BIOEQUIVALENTE;;CARVEDILOL 12.5MG X 30COM;861075;0;3;807;1933;2.300;2.421
BIOEQUIVALENTE;;CELECOXIB 200MG X 10COM;861145;0;10;546;2773;3.300;5.460
BIOEQUIVALENTE;;CELECOXIB 200MG X 30CAP;861063;0;13;1280;4118;4.900;16.640
BIOEQUIVALENTE;;CELECOXIB 200MG X 30CAP;861069;0;1;1688;2689;3.200;1.688
BIOEQUIVALENTE;;CERCIORA-T X 2 COMP.;861002;0;3;2416;9664;11.500;7.248
BIOEQUIVALENTE;;CLARITR. SUS.250MG/5ML X 60ML;861080;0;3;4695;6891;8.200;14.085
BIOEQUIVALENTE;;CLOPIDOGLER 75MG X 30 COMP.REC;861049;0;2;2450;8319;9.900;4.900
BIOEQUIVALENTE;;CLOTRIMAZOL CR. 1% X 20GR;861134;0;11;285;1176;1.400;3.135
BIOEQUIVALENTE;;COXIRA 200MG X 30CAP;861104;0;7;1933;4958;5.900;13.531
BIOEQUIVALENTE;;DULOXETINA 30MG X 30 CAP.;861011;0;3;4218;6975;8.300;12.654
BIOEQUIVALENTE;;DULOXETINA 60 MG X 30   HETERO;861128;3115405;3;3516;10840;12.900;10.548
BIOEQUIVALENTE;;ESOMEPRAZOL 20MG X 30CAP;861087;0;1;2150;3782;4.500;2.150
BIOEQUIVALENTE;;ESOMEPRAZOL 20MG X 30CAP;861118;0;11;1890;3529;4.200;20.790
BIOEQUIVALENTE;;ESOMEPRAZOL 20MG X 30CAP;861123;0;7;2321;3782;4.500;16.247
BIOEQUIVALENTE;;ESOMEPRAZOL 40MG X 30CAP;861088;0;5;2282;5756;6.850;11.410
BIOEQUIVALENTE;;EVITTA LEVONORGESTREL 1.5MG X1COMP;861034;0;6;3103;8109;9.650;18.618
BIOEQUIVALENTE;;FINAFLUX (FIASTERIDA) 5MG X 30COM;861071;0;3;7590;12185;14.500;22.770
BIOEQUIVALENTE;;FORLIP 20MG X 30COM(ROSUVASTATINA);861142;0;2;2990;6555;7.800;5.980
BIOEQUIVALENTE;;FUROSEMIDA(BE) 40MG X 12COM;861092;0;1;288;924;1.100;288
BIOEQUIVALENTE;;GLIMEFOR XR 1000 X 30COM;861135;0;2;3763;5630;6.700;7.526
BIOEQUIVALENTE;;GLIMEFOR XR 500MG X 30COMP.;861019;0;2;2466;4958;5.900;4.932
BIOEQUIVALENTE;;GLUCOSAN XR 750MG X 60COMP;861070;0;3;5938;8319;9.900;17.814
BIOEQUIVALENTE;;KENATRUM (BE) 37.5/325 TRAMADOL-PARACETAMOL;861137;0;7;1049;4193;4.990;7.343
BIOEQUIVALENTE;;KETOCONAZOL CR. 2% X 20GR (ASCEND);861095;0;1;618;1681;2.000;618
BIOEQUIVALENTE;;LEVOFLOXACINO (BE) 500 MG X 7COMP;861014;0;1;1014;2513;2.990;1.014
BIOEQUIVALENTE;;LEVOTIROXINA 50MG X 56COMP;861055;0;3;2160;5210;6.200;6.480
